Tree name; Crown Height; Crown Diameter, Position X, Position Y, Leave Days
 Pinus pinea ; 9.000000 ; 8.000000 ; 2502022.240000 ; 1117413.490000 ; 365 
 Picea abies ; 15.000000 ; 7.000000 ; 2502018.230000 ; 1117362.250000 ; 365 
 Acer platanoides ; 8.000000 ; 5.000000 ; 2499485.560000 ; 1117296.540000 ; 183 
 Populus nigra subsp. nigra 'Italica' ; 27.000000 ; 4.000000 ; 2499464.590000 ; 1117270.920000 ; 183 
 Aesculus hippocastanum ; 10.000000 ; 8.000000 ; 2500722.170000 ; 1117334.090000 ; 183 
 Fagus sylvatica f. purpurea ; 11.000000 ; 7.000000 ; 2500722.550000 ; 1117283.890000 ; 183 
 Taxus ×media 'Stricta Viridis' ; 6.000000 ; 1.000000 ; 2503341.650000 ; 1118832.120000 ; 365 
 Fraxinus excelsior ; 14.000000 ; 6.000000 ; 2503114.620000 ; 1119038.900000 ; 183 
 Taxus ×media 'Stricta Viridis' ; 8.000000 ; 1.000000 ; 2503292.800000 ; 1118829.160000 ; 365 
 Carpinus betulus ; 12.000000 ; 10.000000 ; 2503360.730000 ; 1117866.800000 ; 183 
 Tilia cordata ; 23.000000 ; 17.000000 ; 2502385.430000 ; 1117556.160000 ; 183 
 Liriodendron tulipifera ; 8.000000 ; 6.000000 ; 2502435.760000 ; 1117602.870000 ; 183 
 Prunus avium ; 7.000000 ; 8.000000 ; 2501115.270000 ; 1127463.380000 ; 183 
 Magnolia grandiflora ; 7.000000 ; 4.000000 ; 2502422.040000 ; 1117594.380000 ; 183 
 Malus domestica ; 2.500000 ; 1.500000 ; 2500326.950000 ; 1127299.320000 ; 183 
 Acer campestre ; 9.000000 ; 10.000000 ; 2503097.610000 ; 1118775.010000 ; 183 
 Malus domestica ; 5.500000 ; 4.000000 ; 2501149.500000 ; 1127445.390000 ; 183 
 Malus domestica ; 3.000000 ; 1.500000 ; 2501146.740000 ; 1127463.720000 ; 183 
 Prunus domestica ; 4.500000 ; 2.000000 ; 2500072.490000 ; 1127288.130000 ; 183 
 Prunus avium 'Pélissier' ; 4.000000 ; 2.000000 ; 2500335.780000 ; 1127310.480000 ; 183 
 Prunus avium ; 4.000000 ; 3.500000 ; 2500315.800000 ; 1127278.170000 ; 183 
 Malus domestica ; 4.500000 ; 6.000000 ; 2500310.680000 ; 1127292.350000 ; 183 
 Prunus domestica ; 2.500000 ; 1.500000 ; 2501275.790000 ; 1127435.390000 ; 183 
 Prunus avium ; 3.000000 ; 1.500000 ; 2501136.020000 ; 1127469.950000 ; 183 
 Prunus avium ; 2.500000 ; 1.000000 ; 2501140.510000 ; 1127453.690000 ; 183 
 Fraxinus ; 16.021379 ; 10.397967 ; 2500328.330000 ; 1116159.320000 ; 183 
 Tilia cordata ; 5.000000 ; 2.000000 ; 2497650.410000 ; 1118276.630000 ; 183 
 Aesculus flava ; 5.000000 ; 2.000000 ; 2497662.190000 ; 1118317.210000 ; 183 
 Gleditsia triacanthos 'Inermis' ; 5.000000 ; 2.000000 ; 2500208.880000 ; 1115893.910000 ; 183 
 Gleditsia triacanthos 'Inermis' ; 5.000000 ; 2.000000 ; 2500185.230000 ; 1115893.040000 ; 183 
 Celtis australis ; 7.000000 ; 7.000000 ; 2499279.510000 ; 1115821.370000 ; 183 
 Celtis australis ; 7.000000 ; 7.000000 ; 2499278.690000 ; 1115813.410000 ; 183 
 Acer pseudoplatanus ; 9.000000 ; 8.000000 ; 2499271.410000 ; 1115767.170000 ; 183 
 Celtis australis ; 8.000000 ; 8.000000 ; 2499422.510000 ; 1115907.190000 ; 183 
 Malus domestica ; 3.000000 ; 1.000000 ; 2501274.620000 ; 1127447.310000 ; 183 
 Juglans regia ; 7.000000 ; 8.000000 ; 2501188.580000 ; 1127513.870000 ; 183 
 Prunus domestica ; 3.000000 ; 1.500000 ; 2501156.770000 ; 1127457.840000 ; 183 
 Gleditsia triacanthos 'Inermis' ; 5.000000 ; 2.000000 ; 2500153.330000 ; 1115894.620000 ; 183 
 Malus domestica ; 3.500000 ; 10.397967 ; 2501115.050000 ; 1127486.250000 ; 183 
 Gleditsia triacanthos 'Inermis' ; 6.000000 ; 4.000000 ; 2498969.170000 ; 1113819.990000 ; 183 
 Cercis siliquastrum ; 5.000000 ; 3.000000 ; 2498956.950000 ; 1113849.360000 ; 183 
 Fagus sylvatica ; 20.000000 ; 15.000000 ; 2501551.300000 ; 1117738.820000 ; 183 
 Acer pseudoplatanus var. pseudoplatanus ; 20.000000 ; 13.000000 ; 2500261.130000 ; 1117578.900000 ; 183 
 Acer campestre ; 7.000000 ; 6.000000 ; 2501618.440000 ; 1117362.520000 ; 183 
 Buxus ; 16.021379 ; 10.397967 ; 2501613.600000 ; 1117369.200000 ; 183 
 Acer pseudoplatanus var. pseudoplatanus ; 21.000000 ; 14.000000 ; 2500885.960000 ; 1117213.850000 ; 183 
 Acer pseudoplatanus var. pseudoplatanus ; 17.000000 ; 14.000000 ; 2500856.450000 ; 1117240.400000 ; 183 
 Fraxinus excelsior var. excelsior ; 15.000000 ; 10.000000 ; 2501145.110000 ; 1116042.590000 ; 183 
 Acer pseudoplatanus var. pseudoplatanus ; 24.000000 ; 15.000000 ; 2501120.530000 ; 1116017.030000 ; 183 
 Acer cappadocicum ; 19.000000 ; 12.000000 ; 2501150.300000 ; 1116033.860000 ; 183 
 Pinus nigra var. austriaca ; 21.000000 ; 5.000000 ; 2501553.270000 ; 1116163.080000 ; 365 
 Tilia platyphyllos ; 8.000000 ; 4.000000 ; 2501544.210000 ; 1116162.470000 ; 183 
 Betula verrucosa ; 11.000000 ; 8.000000 ; 2501553.320000 ; 1116142.290000 ; 183 
 Ulmus minor var. minor ; 9.000000 ; 8.000000 ; 2500464.950000 ; 1116953.020000 ; 183 
 Acer campestre ; 5.000000 ; 4.000000 ; 2500621.870000 ; 1117108.100000 ; 183 
 Magnolia grandiflora ; 14.000000 ; 11.000000 ; 2500380.460000 ; 1116953.160000 ; 183 
 Celtis australis ; 23.000000 ; 12.000000 ; 2500570.450000 ; 1117177.930000 ; 183 
 Platanus ×acerifolia ; 10.000000 ; 7.000000 ; 2500990.090000 ; 1117181.360000 ; 183 
 Platanus ×acerifolia ; 12.000000 ; 9.000000 ; 2500994.540000 ; 1117167.540000 ; 183 
 Aesculus hippocastanum ; 20.000000 ; 7.000000 ; 2500469.690000 ; 1117481.760000 ; 183 
 Taxus ; 16.021379 ; 10.397967 ; 2501607.550000 ; 1117376.630000 ; 365 
 Acer pseudoplatanus var. pseudoplatanus ; 18.000000 ; 7.000000 ; 2501609.800000 ; 1117378.960000 ; 183 
 Quercus rubra ; 12.000000 ; 10.000000 ; 2502519.710000 ; 1117431.590000 ; 183 
 Cedrus atlantica ; 31.000000 ; 22.000000 ; 2502487.980000 ; 1117396.610000 ; 365 
 Tilia cordata ; 14.000000 ; 9.000000 ; 2501348.250000 ; 1117448.870000 ; 183 
 Acer pseudoplatanus var. pseudoplatanus ; 23.000000 ; 16.000000 ; 2502131.530000 ; 1117859.570000 ; 183 
 Carpinus betulus ; 11.000000 ; 6.000000 ; 2502065.250000 ; 1117801.710000 ; 183 
 Ginkgo biloba ; 8.000000 ; 1.000000 ; 2499005.210000 ; 1113797.440000 ; 365 
 Prunus mahaleb ; 2.000000 ; 2.000000 ; 2499015.000000 ; 1113816.970000 ; 183 
 Prunus mahaleb ; 5.000000 ; 7.000000 ; 2499024.680000 ; 1113791.780000 ; 183 
 Cornus mas ; 2.000000 ; 2.000000 ; 2499055.430000 ; 1113789.930000 ; 183 
 Quercus rubra ; 13.000000 ; 9.000000 ; 2502514.850000 ; 1117425.520000 ; 183 
 Acer platanoides ; 18.000000 ; 10.000000 ; 2503000.600000 ; 1118958.850000 ; 183 
 Carpinus betulus ; 16.021379 ; 10.397967 ; 2503001.980000 ; 1118961.200000 ; 183 
 Quercus robur ; 27.000000 ; 14.000000 ; 2503026.570000 ; 1118977.380000 ; 183 
 Acer platanoides ; 18.000000 ; 12.000000 ; 2503063.180000 ; 1119000.720000 ; 183 
 Platanus ×acerifolia ; 10.000000 ; 12.000000 ; 2502919.530000 ; 1119070.220000 ; 183 
 Prunus domestica ; 3.000000 ; 2.000000 ; 2501156.770000 ; 1127507.640000 ; 183 
 Juglans regia ; 10.000000 ; 8.000000 ; 2501166.790000 ; 1127501.770000 ; 183 
 Prunus avium ; 2.500000 ; 1.000000 ; 2501130.480000 ; 1127460.260000 ; 183 
 Prunus avium ; 5.000000 ; 4.500000 ; 2501183.940000 ; 1127444.390000 ; 183 
 Juglans regia ; 6.000000 ; 5.000000 ; 2500069.640000 ; 1127362.020000 ; 183 
 Prunus domestica ; 3.000000 ; 2.500000 ; 2500069.260000 ; 1127348.910000 ; 183 
 Pyrus communis ; 7.000000 ; 10.397967 ; 2500059.570000 ; 1127354.800000 ; 183 
 Malus domestica ; 4.000000 ; 10.397967 ; 2500327.420000 ; 1127315.590000 ; 183 
 Malus domestica ; 4.500000 ; 4.000000 ; 2500310.220000 ; 1127308.160000 ; 183 
 Malus domestica ; 2.000000 ; 0.500000 ; 2500313.180000 ; 1127298.480000 ; 183 
